"","steps","date","interval","DOW","naSteps"
"115",NA,"2012-10-01",930,"Monday",TRUE
"116",NA,"2012-10-01",935,"Monday",TRUE
"117",NA,"2012-10-01",940,"Monday",TRUE
"118",NA,"2012-10-01",945,"Monday",TRUE
"119",NA,"2012-10-01",950,"Monday",TRUE
"120",NA,"2012-10-01",955,"Monday",TRUE
"121",NA,"2012-10-01",1000,"Monday",TRUE
"122",NA,"2012-10-01",1005,"Monday",TRUE
"123",NA,"2012-10-01",1010,"Monday",TRUE
"124",NA,"2012-10-01",1015,"Monday",TRUE
"125",NA,"2012-10-01",1020,"Monday",TRUE
"126",NA,"2012-10-01",1025,"Monday",TRUE
"127",NA,"2012-10-01",1030,"Monday",TRUE
"128",NA,"2012-10-01",1035,"Monday",TRUE
"129",NA,"2012-10-01",1040,"Monday",TRUE
"130",NA,"2012-10-01",1045,"Monday",TRUE
"131",NA,"2012-10-01",1050,"Monday",TRUE
"132",NA,"2012-10-01",1055,"Monday",TRUE
"133",NA,"2012-10-01",1100,"Monday",TRUE
"134",NA,"2012-10-01",1105,"Monday",TRUE
"135",NA,"2012-10-01",1110,"Monday",TRUE
"136",NA,"2012-10-01",1115,"Monday",TRUE
"137",NA,"2012-10-01",1120,"Monday",TRUE
"138",NA,"2012-10-01",1125,"Monday",TRUE
"139",NA,"2012-10-01",1130,"Monday",TRUE
"140",NA,"2012-10-01",1135,"Monday",TRUE
"141",NA,"2012-10-01",1140,"Monday",TRUE
"142",NA,"2012-10-01",1145,"Monday",TRUE
"143",NA,"2012-10-01",1150,"Monday",TRUE
"144",NA,"2012-10-01",1155,"Monday",TRUE
"145",NA,"2012-10-01",1200,"Monday",TRUE
"146",NA,"2012-10-01",1205,"Monday",TRUE
"147",NA,"2012-10-01",1210,"Monday",TRUE
"148",NA,"2012-10-01",1215,"Monday",TRUE
"149",NA,"2012-10-01",1220,"Monday",TRUE
"150",NA,"2012-10-01",1225,"Monday",TRUE
"151",NA,"2012-10-01",1230,"Monday",TRUE
"152",NA,"2012-10-01",1235,"Monday",TRUE
"153",NA,"2012-10-01",1240,"Monday",TRUE
"154",NA,"2012-10-01",1245,"Monday",TRUE
"155",NA,"2012-10-01",1250,"Monday",TRUE
"156",NA,"2012-10-01",1255,"Monday",TRUE
"157",NA,"2012-10-01",1300,"Monday",TRUE
"158",NA,"2012-10-01",1305,"Monday",TRUE
"159",NA,"2012-10-01",1310,"Monday",TRUE
"160",NA,"2012-10-01",1315,"Monday",TRUE
"161",NA,"2012-10-01",1320,"Monday",TRUE
"162",NA,"2012-10-01",1325,"Monday",TRUE
"163",NA,"2012-10-01",1330,"Monday",TRUE
"164",NA,"2012-10-01",1335,"Monday",TRUE
"165",NA,"2012-10-01",1340,"Monday",TRUE
"166",NA,"2012-10-01",1345,"Monday",TRUE
"167",NA,"2012-10-01",1350,"Monday",TRUE
"168",NA,"2012-10-01",1355,"Monday",TRUE
"169",NA,"2012-10-01",1400,"Monday",TRUE
"170",NA,"2012-10-01",1405,"Monday",TRUE
"171",NA,"2012-10-01",1410,"Monday",TRUE
"172",NA,"2012-10-01",1415,"Monday",TRUE
"173",NA,"2012-10-01",1420,"Monday",TRUE
"174",NA,"2012-10-01",1425,"Monday",TRUE
"175",NA,"2012-10-01",1430,"Monday",TRUE
"176",NA,"2012-10-01",1435,"Monday",TRUE
"177",NA,"2012-10-01",1440,"Monday",TRUE
"178",NA,"2012-10-01",1445,"Monday",TRUE
"179",NA,"2012-10-01",1450,"Monday",TRUE
"180",NA,"2012-10-01",1455,"Monday",TRUE
"181",NA,"2012-10-01",1500,"Monday",TRUE
"182",NA,"2012-10-01",1505,"Monday",TRUE
"183",NA,"2012-10-01",1510,"Monday",TRUE
"184",NA,"2012-10-01",1515,"Monday",TRUE
"185",NA,"2012-10-01",1520,"Monday",TRUE
"186",NA,"2012-10-01",1525,"Monday",TRUE
"187",NA,"2012-10-01",1530,"Monday",TRUE
"188",NA,"2012-10-01",1535,"Monday",TRUE
"189",NA,"2012-10-01",1540,"Monday",TRUE
"190",NA,"2012-10-01",1545,"Monday",TRUE
"191",NA,"2012-10-01",1550,"Monday",TRUE
"192",NA,"2012-10-01",1555,"Monday",TRUE
"193",NA,"2012-10-01",1600,"Monday",TRUE
"194",NA,"2012-10-01",1605,"Monday",TRUE
"195",NA,"2012-10-01",1610,"Monday",TRUE
"196",NA,"2012-10-01",1615,"Monday",TRUE
"197",NA,"2012-10-01",1620,"Monday",TRUE
"198",NA,"2012-10-01",1625,"Monday",TRUE
"199",NA,"2012-10-01",1630,"Monday",TRUE
"200",NA,"2012-10-01",1635,"Monday",TRUE
"201",NA,"2012-10-01",1640,"Monday",TRUE
"202",NA,"2012-10-01",1645,"Monday",TRUE
"203",NA,"2012-10-01",1650,"Monday",TRUE
"204",NA,"2012-10-01",1655,"Monday",TRUE
"205",NA,"2012-10-01",1700,"Monday",TRUE
"206",NA,"2012-10-01",1705,"Monday",TRUE
"207",NA,"2012-10-01",1710,"Monday",TRUE
"208",NA,"2012-10-01",1715,"Monday",TRUE
"209",NA,"2012-10-01",1720,"Monday",TRUE
"210",NA,"2012-10-01",1725,"Monday",TRUE
"211",NA,"2012-10-01",1730,"Monday",TRUE
"212",NA,"2012-10-01",1735,"Monday",TRUE
"213",NA,"2012-10-01",1740,"Monday",TRUE
"214",NA,"2012-10-01",1745,"Monday",TRUE
"215",NA,"2012-10-01",1750,"Monday",TRUE
"216",NA,"2012-10-01",1755,"Monday",TRUE
"217",NA,"2012-10-01",1800,"Monday",TRUE
"218",NA,"2012-10-01",1805,"Monday",TRUE
"219",NA,"2012-10-01",1810,"Monday",TRUE
"220",NA,"2012-10-01",1815,"Monday",TRUE
"221",NA,"2012-10-01",1820,"Monday",TRUE
"222",NA,"2012-10-01",1825,"Monday",TRUE
"223",NA,"2012-10-01",1830,"Monday",TRUE
"224",NA,"2012-10-01",1835,"Monday",TRUE
"225",NA,"2012-10-01",1840,"Monday",TRUE
"226",NA,"2012-10-01",1845,"Monday",TRUE
"227",NA,"2012-10-01",1850,"Monday",TRUE
"228",NA,"2012-10-01",1855,"Monday",TRUE
"229",NA,"2012-10-01",1900,"Monday",TRUE
"230",NA,"2012-10-01",1905,"Monday",TRUE
"231",NA,"2012-10-01",1910,"Monday",TRUE
"232",NA,"2012-10-01",1915,"Monday",TRUE
"233",NA,"2012-10-01",1920,"Monday",TRUE
"234",NA,"2012-10-01",1925,"Monday",TRUE
"235",NA,"2012-10-01",1930,"Monday",TRUE
"236",NA,"2012-10-01",1935,"Monday",TRUE
"237",NA,"2012-10-01",1940,"Monday",TRUE
"238",NA,"2012-10-01",1945,"Monday",TRUE
"239",NA,"2012-10-01",1950,"Monday",TRUE
"240",NA,"2012-10-01",1955,"Monday",TRUE
"241",NA,"2012-10-01",2000,"Monday",TRUE
"242",NA,"2012-10-01",2005,"Monday",TRUE
"243",NA,"2012-10-01",2010,"Monday",TRUE
"244",NA,"2012-10-01",2015,"Monday",TRUE
"245",NA,"2012-10-01",2020,"Monday",TRUE
"246",NA,"2012-10-01",2025,"Monday",TRUE
"247",NA,"2012-10-01",2030,"Monday",TRUE
"248",NA,"2012-10-01",2035,"Monday",TRUE
"249",NA,"2012-10-01",2040,"Monday",TRUE
"250",NA,"2012-10-01",2045,"Monday",TRUE
"251",NA,"2012-10-01",2050,"Monday",TRUE
"252",NA,"2012-10-01",2055,"Monday",TRUE
"253",NA,"2012-10-01",2100,"Monday",TRUE
"254",NA,"2012-10-01",2105,"Monday",TRUE
"255",NA,"2012-10-01",2110,"Monday",TRUE
"256",NA,"2012-10-01",2115,"Monday",TRUE
"257",NA,"2012-10-01",2120,"Monday",TRUE
"258",NA,"2012-10-01",2125,"Monday",TRUE
"259",NA,"2012-10-01",2130,"Monday",TRUE
"260",NA,"2012-10-01",2135,"Monday",TRUE
"261",NA,"2012-10-01",2140,"Monday",TRUE
"262",NA,"2012-10-01",2145,"Monday",TRUE
"263",NA,"2012-10-01",2150,"Monday",TRUE
"264",NA,"2012-10-01",2155,"Monday",TRUE
"265",NA,"2012-10-01",2200,"Monday",TRUE
"266",NA,"2012-10-01",2205,"Monday",TRUE
"267",NA,"2012-10-01",2210,"Monday",TRUE
"268",NA,"2012-10-01",2215,"Monday",TRUE
"269",NA,"2012-10-01",2220,"Monday",TRUE
"270",NA,"2012-10-01",2225,"Monday",TRUE
"271",NA,"2012-10-01",2230,"Monday",TRUE
"272",NA,"2012-10-01",2235,"Monday",TRUE
"273",NA,"2012-10-01",2240,"Monday",TRUE
"274",NA,"2012-10-01",2245,"Monday",TRUE
"275",NA,"2012-10-01",2250,"Monday",TRUE
"276",NA,"2012-10-01",2255,"Monday",TRUE
"277",NA,"2012-10-01",2300,"Monday",TRUE
"278",NA,"2012-10-01",2305,"Monday",TRUE
"279",NA,"2012-10-01",2310,"Monday",TRUE
"280",NA,"2012-10-01",2315,"Monday",TRUE
"281",NA,"2012-10-01",2320,"Monday",TRUE
"282",NA,"2012-10-01",2325,"Monday",TRUE
"283",NA,"2012-10-01",2330,"Monday",TRUE
"284",NA,"2012-10-01",2335,"Monday",TRUE
"285",NA,"2012-10-01",2340,"Monday",TRUE
"286",NA,"2012-10-01",2345,"Monday",TRUE
"287",NA,"2012-10-01",2350,"Monday",TRUE
"288",NA,"2012-10-01",2355,"Monday",TRUE
"2017",NA,"2012-10-08",0,"Monday",TRUE
"2018",NA,"2012-10-08",5,"Monday",TRUE
"2019",NA,"2012-10-08",10,"Monday",TRUE
"2020",NA,"2012-10-08",15,"Monday",TRUE
"2021",NA,"2012-10-08",20,"Monday",TRUE
"2022",NA,"2012-10-08",25,"Monday",TRUE
"2023",NA,"2012-10-08",30,"Monday",TRUE
"2024",NA,"2012-10-08",35,"Monday",TRUE
"2025",NA,"2012-10-08",40,"Monday",TRUE
"2026",NA,"2012-10-08",45,"Monday",TRUE
"2027",NA,"2012-10-08",50,"Monday",TRUE
"2028",NA,"2012-10-08",55,"Monday",TRUE
"2029",NA,"2012-10-08",100,"Monday",TRUE
"2030",NA,"2012-10-08",105,"Monday",TRUE
"2031",NA,"2012-10-08",110,"Monday",TRUE
"2032",NA,"2012-10-08",115,"Monday",TRUE
"2033",NA,"2012-10-08",120,"Monday",TRUE
"2034",NA,"2012-10-08",125,"Monday",TRUE
"2035",NA,"2012-10-08",130,"Monday",TRUE
"2036",NA,"2012-10-08",135,"Monday",TRUE
"2037",NA,"2012-10-08",140,"Monday",TRUE
"2038",NA,"2012-10-08",145,"Monday",TRUE
"2039",NA,"2012-10-08",150,"Monday",TRUE
"2040",NA,"2012-10-08",155,"Monday",TRUE
"2041",NA,"2012-10-08",200,"Monday",TRUE
"2042",NA,"2012-10-08",205,"Monday",TRUE
"2043",NA,"2012-10-08",210,"Monday",TRUE
"2044",NA,"2012-10-08",215,"Monday",TRUE
"2045",NA,"2012-10-08",220,"Monday",TRUE
"2046",NA,"2012-10-08",225,"Monday",TRUE
"2047",NA,"2012-10-08",230,"Monday",TRUE
"2048",NA,"2012-10-08",235,"Monday",TRUE
"2049",NA,"2012-10-08",240,"Monday",TRUE
"2050",NA,"2012-10-08",245,"Monday",TRUE
"2051",NA,"2012-10-08",250,"Monday",TRUE
"2052",NA,"2012-10-08",255,"Monday",TRUE
"2053",NA,"2012-10-08",300,"Monday",TRUE
"2054",NA,"2012-10-08",305,"Monday",TRUE
"2055",NA,"2012-10-08",310,"Monday",TRUE
"2056",NA,"2012-10-08",315,"Monday",TRUE
"2057",NA,"2012-10-08",320,"Monday",TRUE
"2058",NA,"2012-10-08",325,"Monday",TRUE
"2059",NA,"2012-10-08",330,"Monday",TRUE
"2060",NA,"2012-10-08",335,"Monday",TRUE
"2061",NA,"2012-10-08",340,"Monday",TRUE
"2062",NA,"2012-10-08",345,"Monday",TRUE
"2063",NA,"2012-10-08",350,"Monday",TRUE
"2064",NA,"2012-10-08",355,"Monday",TRUE
"2065",NA,"2012-10-08",400,"Monday",TRUE
"2066",NA,"2012-10-08",405,"Monday",TRUE
"2067",NA,"2012-10-08",410,"Monday",TRUE
"2068",NA,"2012-10-08",415,"Monday",TRUE
"2069",NA,"2012-10-08",420,"Monday",TRUE
"2070",NA,"2012-10-08",425,"Monday",TRUE
"2071",NA,"2012-10-08",430,"Monday",TRUE
"2072",NA,"2012-10-08",435,"Monday",TRUE
"2073",NA,"2012-10-08",440,"Monday",TRUE
"2074",NA,"2012-10-08",445,"Monday",TRUE
"2075",NA,"2012-10-08",450,"Monday",TRUE
"2076",NA,"2012-10-08",455,"Monday",TRUE
"2077",NA,"2012-10-08",500,"Monday",TRUE
"2078",NA,"2012-10-08",505,"Monday",TRUE
"2079",NA,"2012-10-08",510,"Monday",TRUE
"2080",NA,"2012-10-08",515,"Monday",TRUE
"2081",NA,"2012-10-08",520,"Monday",TRUE
"2082",NA,"2012-10-08",525,"Monday",TRUE
"2083",NA,"2012-10-08",530,"Monday",TRUE
"2084",NA,"2012-10-08",535,"Monday",TRUE
"2085",NA,"2012-10-08",540,"Monday",TRUE
"2086",NA,"2012-10-08",545,"Monday",TRUE
"2087",NA,"2012-10-08",550,"Monday",TRUE
"2088",NA,"2012-10-08",555,"Monday",TRUE
"2089",NA,"2012-10-08",600,"Monday",TRUE
"2090",NA,"2012-10-08",605,"Monday",TRUE
"2091",NA,"2012-10-08",610,"Monday",TRUE
"2092",NA,"2012-10-08",615,"Monday",TRUE
"2093",NA,"2012-10-08",620,"Monday",TRUE
"2094",NA,"2012-10-08",625,"Monday",TRUE
"2095",NA,"2012-10-08",630,"Monday",TRUE
"2096",NA,"2012-10-08",635,"Monday",TRUE
"2097",NA,"2012-10-08",640,"Monday",TRUE
"2098",NA,"2012-10-08",645,"Monday",TRUE
"2099",NA,"2012-10-08",650,"Monday",TRUE
"2100",NA,"2012-10-08",655,"Monday",TRUE
"2101",NA,"2012-10-08",700,"Monday",TRUE
"2102",NA,"2012-10-08",705,"Monday",TRUE
"2103",NA,"2012-10-08",710,"Monday",TRUE
"2104",NA,"2012-10-08",715,"Monday",TRUE
"2105",NA,"2012-10-08",720,"Monday",TRUE
"2106",NA,"2012-10-08",725,"Monday",TRUE
"2107",NA,"2012-10-08",730,"Monday",TRUE
"2108",NA,"2012-10-08",735,"Monday",TRUE
"2109",NA,"2012-10-08",740,"Monday",TRUE
"2110",NA,"2012-10-08",745,"Monday",TRUE
"2111",NA,"2012-10-08",750,"Monday",TRUE
"2112",NA,"2012-10-08",755,"Monday",TRUE
"2113",NA,"2012-10-08",800,"Monday",TRUE
"2114",NA,"2012-10-08",805,"Monday",TRUE
"2115",NA,"2012-10-08",810,"Monday",TRUE
"2116",NA,"2012-10-08",815,"Monday",TRUE
"2117",NA,"2012-10-08",820,"Monday",TRUE
"2118",NA,"2012-10-08",825,"Monday",TRUE
"2119",NA,"2012-10-08",830,"Monday",TRUE
"2120",NA,"2012-10-08",835,"Monday",TRUE
"2121",NA,"2012-10-08",840,"Monday",TRUE
"2122",NA,"2012-10-08",845,"Monday",TRUE
"2123",NA,"2012-10-08",850,"Monday",TRUE
"2124",NA,"2012-10-08",855,"Monday",TRUE
"2125",NA,"2012-10-08",900,"Monday",TRUE
"2126",NA,"2012-10-08",905,"Monday",TRUE
"2127",NA,"2012-10-08",910,"Monday",TRUE
"2128",NA,"2012-10-08",915,"Monday",TRUE
"2129",NA,"2012-10-08",920,"Monday",TRUE
"2130",NA,"2012-10-08",925,"Monday",TRUE
"2131",NA,"2012-10-08",930,"Monday",TRUE
"2132",NA,"2012-10-08",935,"Monday",TRUE
"2133",NA,"2012-10-08",940,"Monday",TRUE
"2134",NA,"2012-10-08",945,"Monday",TRUE
"2135",NA,"2012-10-08",950,"Monday",TRUE
"2136",NA,"2012-10-08",955,"Monday",TRUE
"2137",NA,"2012-10-08",1000,"Monday",TRUE
"2138",NA,"2012-10-08",1005,"Monday",TRUE
"2139",NA,"2012-10-08",1010,"Monday",TRUE
"2140",NA,"2012-10-08",1015,"Monday",TRUE
"2141",NA,"2012-10-08",1020,"Monday",TRUE
"2142",NA,"2012-10-08",1025,"Monday",TRUE
"2143",NA,"2012-10-08",1030,"Monday",TRUE
"2144",NA,"2012-10-08",1035,"Monday",TRUE
"2145",NA,"2012-10-08",1040,"Monday",TRUE
"2146",NA,"2012-10-08",1045,"Monday",TRUE
"2147",NA,"2012-10-08",1050,"Monday",TRUE
"2148",NA,"2012-10-08",1055,"Monday",TRUE
"2149",NA,"2012-10-08",1100,"Monday",TRUE
"2150",NA,"2012-10-08",1105,"Monday",TRUE
"2151",NA,"2012-10-08",1110,"Monday",TRUE
"2152",NA,"2012-10-08",1115,"Monday",TRUE
"2153",NA,"2012-10-08",1120,"Monday",TRUE
"2154",NA,"2012-10-08",1125,"Monday",TRUE
"2155",NA,"2012-10-08",1130,"Monday",TRUE
"2156",NA,"2012-10-08",1135,"Monday",TRUE
"2157",NA,"2012-10-08",1140,"Monday",TRUE
"2158",NA,"2012-10-08",1145,"Monday",TRUE
"2159",NA,"2012-10-08",1150,"Monday",TRUE
"2160",NA,"2012-10-08",1155,"Monday",TRUE
"2161",NA,"2012-10-08",1200,"Monday",TRUE
"2162",NA,"2012-10-08",1205,"Monday",TRUE
"2163",NA,"2012-10-08",1210,"Monday",TRUE
"2164",NA,"2012-10-08",1215,"Monday",TRUE
"2165",NA,"2012-10-08",1220,"Monday",TRUE
"2166",NA,"2012-10-08",1225,"Monday",TRUE
"2167",NA,"2012-10-08",1230,"Monday",TRUE
"2168",NA,"2012-10-08",1235,"Monday",TRUE
"2169",NA,"2012-10-08",1240,"Monday",TRUE
"2170",NA,"2012-10-08",1245,"Monday",TRUE
"2171",NA,"2012-10-08",1250,"Monday",TRUE
"2172",NA,"2012-10-08",1255,"Monday",TRUE
"2173",NA,"2012-10-08",1300,"Monday",TRUE
"2174",NA,"2012-10-08",1305,"Monday",TRUE
"2175",NA,"2012-10-08",1310,"Monday",TRUE
"2176",NA,"2012-10-08",1315,"Monday",TRUE
"2177",NA,"2012-10-08",1320,"Monday",TRUE
"2178",NA,"2012-10-08",1325,"Monday",TRUE
"2179",NA,"2012-10-08",1330,"Monday",TRUE
"2180",NA,"2012-10-08",1335,"Monday",TRUE
"2181",NA,"2012-10-08",1340,"Monday",TRUE
"2182",NA,"2012-10-08",1345,"Monday",TRUE
"2183",NA,"2012-10-08",1350,"Monday",TRUE
"2184",NA,"2012-10-08",1355,"Monday",TRUE
"2185",NA,"2012-10-08",1400,"Monday",TRUE
"2186",NA,"2012-10-08",1405,"Monday",TRUE
"2187",NA,"2012-10-08",1410,"Monday",TRUE
"2188",NA,"2012-10-08",1415,"Monday",TRUE
"2189",NA,"2012-10-08",1420,"Monday",TRUE
"2190",NA,"2012-10-08",1425,"Monday",TRUE
"2191",NA,"2012-10-08",1430,"Monday",TRUE
"2192",NA,"2012-10-08",1435,"Monday",TRUE
"2193",NA,"2012-10-08",1440,"Monday",TRUE
"2194",NA,"2012-10-08",1445,"Monday",TRUE
"2195",NA,"2012-10-08",1450,"Monday",TRUE
"2196",NA,"2012-10-08",1455,"Monday",TRUE
"2197",NA,"2012-10-08",1500,"Monday",TRUE
"2198",NA,"2012-10-08",1505,"Monday",TRUE
"2199",NA,"2012-10-08",1510,"Monday",TRUE
"2200",NA,"2012-10-08",1515,"Monday",TRUE
"2201",NA,"2012-10-08",1520,"Monday",TRUE
"2202",NA,"2012-10-08",1525,"Monday",TRUE
"2203",NA,"2012-10-08",1530,"Monday",TRUE
"2204",NA,"2012-10-08",1535,"Monday",TRUE
"2205",NA,"2012-10-08",1540,"Monday",TRUE
"2206",NA,"2012-10-08",1545,"Monday",TRUE
"2207",NA,"2012-10-08",1550,"Monday",TRUE
"2208",NA,"2012-10-08",1555,"Monday",TRUE
"2209",NA,"2012-10-08",1600,"Monday",TRUE
"2210",NA,"2012-10-08",1605,"Monday",TRUE
"2211",NA,"2012-10-08",1610,"Monday",TRUE
"2212",NA,"2012-10-08",1615,"Monday",TRUE
"2213",NA,"2012-10-08",1620,"Monday",TRUE
"2214",NA,"2012-10-08",1625,"Monday",TRUE
"2215",NA,"2012-10-08",1630,"Monday",TRUE
"2216",NA,"2012-10-08",1635,"Monday",TRUE
"2217",NA,"2012-10-08",1640,"Monday",TRUE
"2218",NA,"2012-10-08",1645,"Monday",TRUE
"2219",NA,"2012-10-08",1650,"Monday",TRUE
"2220",NA,"2012-10-08",1655,"Monday",TRUE
"2221",NA,"2012-10-08",1700,"Monday",TRUE
"2222",NA,"2012-10-08",1705,"Monday",TRUE
"2223",NA,"2012-10-08",1710,"Monday",TRUE
"2224",NA,"2012-10-08",1715,"Monday",TRUE
"2225",NA,"2012-10-08",1720,"Monday",TRUE
"2226",NA,"2012-10-08",1725,"Monday",TRUE
"2227",NA,"2012-10-08",1730,"Monday",TRUE
"2228",NA,"2012-10-08",1735,"Monday",TRUE
"2229",NA,"2012-10-08",1740,"Monday",TRUE
"2230",NA,"2012-10-08",1745,"Monday",TRUE
"2231",NA,"2012-10-08",1750,"Monday",TRUE
"2232",NA,"2012-10-08",1755,"Monday",TRUE
"2233",NA,"2012-10-08",1800,"Monday",TRUE
"2234",NA,"2012-10-08",1805,"Monday",TRUE
"2235",NA,"2012-10-08",1810,"Monday",TRUE
"2236",NA,"2012-10-08",1815,"Monday",TRUE
"2237",NA,"2012-10-08",1820,"Monday",TRUE
"2238",NA,"2012-10-08",1825,"Monday",TRUE
"2239",NA,"2012-10-08",1830,"Monday",TRUE
"2240",NA,"2012-10-08",1835,"Monday",TRUE
"2241",NA,"2012-10-08",1840,"Monday",TRUE
"2242",NA,"2012-10-08",1845,"Monday",TRUE
"2243",NA,"2012-10-08",1850,"Monday",TRUE
"2244",NA,"2012-10-08",1855,"Monday",TRUE
"2245",NA,"2012-10-08",1900,"Monday",TRUE
